"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PFEDXPVV","conferencePaper","2007","Delugach, Harry S.","An Evaluation of the Pragmatics of Web-based Bug Tracking Tools","Proceedings of the 2Nd International Conference on Pragmatic Web","978-1-59593-859-6","","10.1145/1324237.1324243","http://doi.acm.org/10.1145/1324237.1324243","","2007","2016-03-14 21:39:47","2016-03-14 21:39:47","","49–55","","","","","","","ICPW '07","","","","ACM","New York, NY, USA","","","","","","","","","","","","conceptual graphs; process models; software issue tracking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AK4E97U","conferencePaper","2013","Cavalcanti, Yguaratã Cerqueira; da Mota Silveira Neto, Paulo Anselmo; do Carmo Machado, Ivan; de Almeida, Eduardo Santana; de Lemos Meira, Silvio Romero","Towards Understanding Software Change Request Assignment: A Survey with Practitioners","Proceedings of the 17th International Conference on Evaluation and Assessment in Software Engineering","978-1-4503-1848-8","","10.1145/2460999.2461028","http://doi.acm.org/10.1145/2460999.2461028","","2013","2016-03-14 21:39:48","2016-03-14 21:39:48","","195–206","","","","","","","EASE '13","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug tracking; bug triage; change request assignment; issue tracking; software maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NP2MD6XK","conferencePaper","2006","Anvik, John; Hiew, Lyndon; Murphy, Gail C.","Who Should Fix This Bug?","Proceedings of the 28th International Conference on Software Engineering","1-59593-375-1","","10.1145/1134285.1134336","http://doi.acm.org/10.1145/1134285.1134336","","2006","2016-03-14 21:39:48","2016-03-14 21:39:48","","361–370","","","","","","","ICSE '06","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug report assignment; bug triage; issue tracking; machine learning; problem tracking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZBUPF78","conferencePaper","2008","Herraiz, Israel; German, Daniel M.; Gonzalez-Barahona, Jesus M.; Robles, Gregorio","Towards a Simplification of the Bug Report Form in Eclipse","Proceedings of the 2008 International Working Conference on Mining Software Repositories","978-1-60558-024-1","","10.1145/1370750.1370786","http://doi.acm.org/10.1145/1370750.1370786","","2008","2016-03-14 21:39:48","2016-03-14 21:39:48","","145–148","","","","","","","MSR '08","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug report; bug tracking system; Eclipse; msr challenge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22BXQJP9","conferencePaper","2015","Chawla, Indu; Singh, Sandeep K.","An Automated Approach for Bug Categorization Using Fuzzy Logic","Proceedings of the 8th India Software Engineering Conference","978-1-4503-3432-7","","10.1145/2723742.2723751","http://doi.acm.org/10.1145/2723742.2723751","","2015","2016-03-14 21:39:48","2016-03-14 21:39:48","","90–99","","","","","","","ISEC '15","","","","ACM","New York, NY, USA","","","","","","","","","","","","Bug Categorization; bug repository; Fuzzy Logic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9JH75IEC","conferencePaper","2011","Bhattacharya, Pamela; Neamtiu, Iulian","Bug-fix Time Prediction Models: Can We Do Better?","Proceedings of the 8th Working Conference on Mining Software Repositories","978-1-4503-0574-7","","10.1145/1985441.1985472","http://doi.acm.org/10.1145/1985441.1985472","","2011","2016-03-14 21:39:48","2016-03-14 21:39:48","","207–210","","","","","","","MSR '11","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug-fix time; bug report triage; issue tracking; statistical model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"926BEWHI","conferencePaper","2014","Yongpisanpop, Papon; Hata, Hideaki; Matsumoto, Kenichi","Bugarium: 3D Interaction for Supporting Large-scale Bug Repositories Analysis","Companion Proceedings of the 36th International Conference on Software Engineering","978-1-4503-2768-8","","10.1145/2591062.2591125","http://doi.acm.org/10.1145/2591062.2591125","","2014","2016-03-14 21:39:48","2016-03-14 21:39:48","","500–503","","","","","","","ICSE Companion 2014","","","","ACM","New York, NY, USA","","","","","","","","","","","","3D Interaction; big data; bug tracking; software visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ID2GZ5SP","conferencePaper","2014","Gupta, Monika; Sureka, Ashish","Nirikshan: Mining Bug Report History for Discovering Process Maps, Inefficiencies and Inconsistencies","Proceedings of the 7th India Software Engineering Conference","978-1-4503-2776-3","","10.1145/2590748.2590749","http://doi.acm.org/10.1145/2590748.2590749","","2014","2016-03-14 21:39:48","2016-03-14 21:39:48","","1:1–1:10","","","","","","","ISEC '14","","","","ACM","New York, NY, USA","","","","","","","","","","","","empirical software engineering and measurements; issue tracking system; mining software repositories; Open-source software; process mining; software maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2E6VH9F","conferencePaper","2012","Liu, Kaiping; Tan, Hee Beng Kuan; Chandramohan, Mahinthan","Has This Bug Been Reported?","Proceedings of the ACM SIGSOFT 20th International Symposium on the Foundations of Software Engineering","978-1-4503-1614-9","","10.1145/2393596.2393628","http://doi.acm.org/10.1145/2393596.2393628","","2012","2016-03-14 21:39:48","2016-03-14 21:39:48","","28:1–28:4","","","","","","","FSE '12","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug report; bug tracking system; duplicate; learning to rank; search engine; search quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CVIEC72V","conferencePaper","2014","Lazar, Alina; Ritchey, Sarah; Sharif, Bonita","Generating Duplicate Bug Datasets","Proceedings of the 11th Working Conference on Mining Software Repositories","978-1-4503-2863-0","","10.1145/2597073.2597128","http://doi.acm.org/10.1145/2597073.2597128","","2014","2016-03-14 21:39:49","2016-03-14 21:39:49","","392–395","","","","","","","MSR 2014","","","","ACM","New York, NY, USA","","","","","","","","","","","","Data Repositories; Duplicate Bug Pairs; Duplicate Bug Reports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P2F4W2XJ","conferencePaper","2015","Saha, Ripon K.; Lawall, Julia; Khurshid, Sarfraz; Perry, Dewayne E.","Are These Bugs Really ""Normal""?","Proceedings of the 12th Working Conference on Mining Software Repositories","","","","http://dl.acm.org/citation.cfm?id=2820518.2820550","","2015","2016-03-14 21:39:49","2016-03-14 21:39:49","","258–268","","","","","","","MSR '15","","","","IEEE Press","Piscataway, NJ, USA","","","","","","","","","","","","Bug Severity; bug tracking system; mining software repositories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQNJKKJP","conferencePaper","2014","Thung, Ferdian; Kochhar, Pavneet Singh; Lo, David","DupFinder: Integrated Tool Support for Duplicate Bug Report Detection","Proceedings of the 29th ACM/IEEE International Conference on Automated Software Engineering","978-1-4503-3013-8","","10.1145/2642937.2648627","http://doi.acm.org/10.1145/2642937.2648627","","2014","2016-03-14 21:39:49","2016-03-14 21:39:49","","871–874","","","","","","","ASE '14","","","","ACM","New York, NY, USA","","","","","","","","","","","","Bugzilla; Duplicate Bug Reports; integrated tool support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7SG8FX7","conferencePaper","2011","Prifti, Tomi; Banerjee, Sean; Cukic, Bojan","Detecting Bug Duplicate Reports Through Local References","Proceedings of the 7th International Conference on Predictive Models in Software Engineering","978-1-4503-0709-3","","10.1145/2020390.2020398","http://doi.acm.org/10.1145/2020390.2020398","","2011","2016-03-14 21:39:49","2016-03-14 21:39:49","","8:1–8:9","","","","","","","Promise '11","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug tacking systems; Duplicate Bug Reports; software maintenance; software quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K29RA37S","conferencePaper","2011","Bortis, Gerald; van der Hoek, André","Teambugs: A Collaborative Bug Tracking Tool","Proceedings of the 4th International Workshop on Cooperative and Human Aspects of Software Engineering","978-1-4503-0576-1","","10.1145/1984642.1984659","http://doi.acm.org/10.1145/1984642.1984659","","2011","2016-03-14 21:39:49","2016-03-14 21:39:49","","69–71","","","","","","","CHASE '11","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug tracking; bug triaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAEIU5I2","conferencePaper","2014","Davies, Steven; Roper, Marc","What's in a Bug Report?","Proceedings of the 8th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","978-1-4503-2774-9","","10.1145/2652524.2652541","http://doi.acm.org/10.1145/2652524.2652541","","2014","2016-03-14 21:39:49","2016-03-14 21:39:49","","26:1–26:10","","","","","","","ESEM '14","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug report; bug repository; software maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8RMCDCE","conferencePaper","2014","Tu, Feifei; Zhang, Feixue","Measuring the Quality of Issue Tracking Data","Proceedings of the 6th Asia-Pacific Symposium on Internetware on Internetware","978-1-4503-3303-0","","10.1145/2677832.2677844","http://doi.acm.org/10.1145/2677832.2677844","","2014","2016-03-14 21:39:50","2016-03-14 21:39:50","","76–79","","","","","","","INTERNETWARE 2014","","","","ACM","New York, NY, USA","","","","","","","","","","","","Data Quality; Issue Report; Quality Evaluator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QQJQWHTA","conferencePaper","2014","Gupta, Monika; Sureka, Ashish; Padmanabhuni, Srinivas","Process Mining Multiple Repositories for Software Defect Resolution from Control and Organizational Perspective","Proceedings of the 11th Working Conference on Mining Software Repositories","978-1-4503-2863-0","","10.1145/2597073.2597081","http://doi.acm.org/10.1145/2597073.2597081","","2014","2016-03-14 21:39:50","2016-03-14 21:39:50","","122–131","","","","","","","MSR 2014","","","","ACM","New York, NY, USA","","","","","","","","","","","","empirical software engineering and measurements; issue tracking system; Peer Code Review System; process mining; Social Network Analysis; software maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7M6E5FKE","conferencePaper","2015","White, Martin; Linares-Vásquez, Mario; Johnson, Peter; Bernal-Cárdenas, Carlos; Poshyvanyk, Denys","Generating Reproducible and Replayable Bug Reports from Android Application Crashes","Proceedings of the 2015 IEEE 23rd International Conference on Program Comprehension","","","","http://dl.acm.org/citation.cfm?id=2820282.2820291","","2015","2016-03-14 21:39:50","2016-03-14 21:41:04","","48–59","","","","","","","ICPC '15","","","","IEEE Press","Piscataway, NJ, USA","","","","","","","","","","","","Android; Android application crashes; Android (operating system); Androids; bug diagnosis; call stack; Computer crashes; crash and bug reports; CRASHDROID approach; crash report; Databases; Humanoid robots; incomplete-noninformative bug reports; issue tracking system; Kernel; kernel event trace; kernel event traces; method call traces; Mobile communication; natural language descriptions; Natural languages; open-source Android applications; program debugging; reproducibility; reproducible replayable bug report generation; software maintenance; stress-testing tool; traceability links","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCI2RVN5","conferencePaper","2010","Palix, Nicolas; Lawall, Julia; Muller, Gilles","Tracking Code Patterns over Multiple Software Versions with Herodotos","Proceedings of the 9th International Conference on Aspect-Oriented Software Development","978-1-60558-958-9","","10.1145/1739230.1739250","http://doi.acm.org/10.1145/1739230.1739250","","2010","2016-03-14 21:39:50","2016-03-14 21:39:50","","169–180","","","","","","","AOSD '10","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug tracking; Herodotos; history of pattern occurrences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F87U6M7R","conferencePaper","2006","Anvik, John","Automating Bug Report Assignment","Proceedings of the 28th International Conference on Software Engineering","1-59593-375-1","","10.1145/1134285.1134457","http://doi.acm.org/10.1145/1134285.1134457","","2006","2016-03-14 21:39:50","2016-03-14 21:39:50","","937–940","","","","","","","ICSE '06","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug report assignment; triage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FCCS266A","conferencePaper","2013","Rastogi, Ayushi; Gupta, Arpit; Sureka, Ashish","Samiksha: Mining Issue Tracking System for Contribution and Performance Assessment","Proceedings of the 6th India Software Engineering Conference","978-1-4503-1987-4","","10.1145/2442754.2442757","http://doi.acm.org/10.1145/2442754.2442757","","2013","2016-03-14 21:39:50","2016-03-14 21:39:50","","13–22","","","","","","","ISEC '13","","","","ACM","New York, NY, USA","","","","","","","","","","","","developer contribution assessment; issue tracking system; mining software repositories; software maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5DXSF3N","conferencePaper","2014","Aggarwal, Ayushi; Waghmare, Gajendra; Sureka, Ashish","Mining Issue Tracking Systems Using Topic Models for Trend Analysis, Corpus Exploration, and Understanding Evolution","Proceedings of the 3rd International Workshop on Realizing Artificial Intelligence Synergies in Software Engineering","978-1-4503-2846-3","","10.1145/2593801.2593810","http://doi.acm.org/10.1145/2593801.2593810","","2014","2016-03-14 21:39:50","2016-03-14 21:39:50","","52–58","","","","","","","RAISE 2014","","","","ACM","New York, NY, USA","","","","","","","","","","","","Bugs; Defect Tracking System; Google Chromium; issue tracking system; latent dirichlet allocation; software maintenance; Topic Modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUU8DSVE","conferencePaper","2012","Mani, Senthil; Catherine, Rose; Sinha, Vibha Singhal; Dubey, Avinava","AUSUM: Approach for Unsupervised Bug Report Summarization","Proceedings of the ACM SIGSOFT 20th International Symposium on the Foundations of Software Engineering","978-1-4503-1614-9","","10.1145/2393596.2393607","http://doi.acm.org/10.1145/2393596.2393607","","2012","2016-03-14 21:39:50","2016-03-14 21:39:50","","11:1–11:11","","","","","","","FSE '12","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug report; summarization; unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5UUPVAS","conferencePaper","2015","Ortu, Marco; Destefanis, Giuseppe; Adams, Bram; Murgia, Alessandro; Marchesi, Michele; Tonelli, Roberto","The JIRA Repository Dataset: Understanding Social Aspects of Software Development","Proceedings of the 11th International Conference on Predictive Models and Data Analytics in Software Engineering","978-1-4503-3715-1","","10.1145/2810146.2810147","http://doi.acm.org/10.1145/2810146.2810147","","2015","2016-03-14 21:39:50","2016-03-14 21:39:50","","1:1–1:4","","","","","","","PROMISE '15","","","","ACM","New York, NY, USA","","","","","","","","","","","","Affective Analysis; Issue Report; Mining software repository","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFFEJ32R","conferencePaper","2010","Breu, Silvia; Premraj, Rahul; Sillito, Jonathan; Zimmermann, Thomas","Information Needs in Bug Reports: Improving Cooperation Between Developers and Users","Proceedings of the 2010 ACM Conference on Computer Supported Cooperative Work","978-1-60558-795-0","","10.1145/1718918.1718973","http://doi.acm.org/10.1145/1718918.1718973","","2010","2016-03-14 21:39:51","2016-03-14 21:39:51","","301–310","","","","","","","CSCW '10","","","","ACM","New York, NY, USA","","","","","","","","","","","","Bug Reports; information needs; questions; question time; response rate; response time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FW4ZDKV","conferencePaper","2015","Lessel, Pascal; Müller, Marc; Krüger, Antonio","Towards a Novel Issue Tracking System for ""Industry 4.0"" Environments","Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems","978-1-4503-3146-3","","10.1145/2702613.2732720","http://doi.acm.org/10.1145/2702613.2732720","","2015","2016-03-14 21:39:51","2016-03-14 21:39:51","","1809–1814","","","","","","","CHI EA '15","","","","ACM","New York, NY, USA","","","","","","","","","","","","CSCW; digitalization; industry 4.0; issue tracking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6TVAAEQ8","conferencePaper","2014","Murgia, Alessandro; Tourani, Parastou; Adams, Bram; Ortu, Marco","Do Developers Feel Emotions? An Exploratory Analysis of Emotions in Software Artifacts","Proceedings of the 11th Working Conference on Mining Software Repositories","978-1-4503-2863-0","","10.1145/2597073.2597086","http://doi.acm.org/10.1145/2597073.2597086","","2014","2016-03-14 21:39:51","2016-03-14 21:39:51","","262–271","","","","","","","MSR 2014","","","","ACM","New York, NY, USA","","","","","","","","","","","","Emotion Mining; Empirical Software Engineer- ing; Issue Report","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72SDZE4B","conferencePaper","2015","Kshirsagar, Aniruddha Prakash; Chandre, Pankaj R.","Issue Tracking System with Duplicate Issue Detection","Proceedings of the Sixth International Conference on Computer and Communication Technology 2015","978-1-4503-3552-2","","10.1145/2818567.2818575","http://doi.acm.org/10.1145/2818567.2818575","","2015","2016-03-14 21:39:51","2016-03-14 21:39:51","","41–45","","","","","","","ICCCT '15","","","","ACM","New York, NY, USA","","","","","","","","","","","","Bugs; Duplicate detection; Issue; ITS; QAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ND5HU7DD","conferencePaper","2007","Bettenburg, Nicolas; Just, Sascha; Schröter, Adrian; Weiß, Cathrin; Premraj, Rahul; Zimmermann, Thomas","Quality of Bug Reports in Eclipse","Proceedings of the 2007 OOPSLA Workshop on Eclipse Technology eXchange","978-1-60558-015-9","","10.1145/1328279.1328284","http://doi.acm.org/10.1145/1328279.1328284","","2007","2016-03-14 21:39:51","2016-03-14 21:39:51","","21–25","","","","","","","eclipse '07","","","","ACM","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKN9QD2C","conferencePaper","2015","Koopaei, Neda Ebrahimi; Hamou-Lhadj, Abdelwahab","CrashAutomata: An Approach for the Detection of Duplicate Crash Reports Based on Generalizable Automata","Proceedings of the 25th Annual International Conference on Computer Science and Software Engineering","","","","http://dl.acm.org/citation.cfm?id=2886444.2886474","","2015","2016-03-14 21:39:52","2016-03-14 21:39:52","","201–210","","","","","","","CASCON '15","","","","IBM Corp.","Riverton, NJ, USA","","","","","","","","","","","","automata-based modeling; Duplicate Bug Reports; mining bug repositories; software maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GPV3F9CT","conferencePaper","2006","Spacco, Jaime; Hovemeyer, David; Pugh, William","Tracking Defect Warnings Across Versions","Proceedings of the 2006 International Workshop on Mining Software Repositories","1-59593-397-2","","10.1145/1137983.1138014","http://doi.acm.org/10.1145/1137983.1138014","","2006","2016-03-14 21:39:52","2016-03-14 21:39:52","","133–136","","","","","","","MSR '06","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug histories; bug tracking; FindBugs; Java; static analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEEAEEB8","conferencePaper","2011","Sinha, Vibha Singhal; Mani, Senthil; Sinha, Saurabh","Entering the Circle of Trust: Developer Initiation As Committers in Open-source Projects","Proceedings of the 8th Working Conference on Mining Software Repositories","978-1-4503-0574-7","","10.1145/1985441.1985462","http://doi.acm.org/10.1145/1985441.1985462","","2011","2016-03-14 21:39:52","2016-03-14 21:39:52","","133–142","","","","","","","MSR '11","","","","ACM","New York, NY, USA","","","","","","","","","","","","code committer; developer roles; mining bug repository; mining code repository; Open-source software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X697FHGA","conferencePaper","2009","Ki, Yuhoon; Song, Meongchul","An Open Source-Based Approach to Software Development Infrastructures","Proceedings of the 2009 IEEE/ACM International Conference on Automated Software Engineering","978-0-7695-3891-4","","10.1109/ASE.2009.73","http://dx.doi.org/10.1109/ASE.2009.73","","2009","2016-03-14 21:39:52","2016-03-14 21:40:56","","525–529","","","","","","","ASE '09","","","","IEEE Computer Society","Washington, DC, USA","","","","","","","","","","","","automated software engineering tools; Automation; collaborated information; Collaborative software; Collaborative tools; configuration management; continuous integration; continuous integration tool; groupware; integrated software; issue tracking; open source; open source software; open source tools; program diagnostics; Programming; public domain software; SCM; software configuration management tool; software development cycle; software development management; software engineering; software engineering tools; software quality; Software systems; Software tools; Testing; tracking tool; TRICA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPMVGQNH","conferencePaper","2014","Baysal, Olga; Holmes, Reid; Godfrey, Michael W.","No Issue Left Behind: Reducing Information Overload in Issue Tracking","Proceedings of the 22Nd ACM SIGSOFT International Symposium on Foundations of Software Engineering","978-1-4503-3056-5","","10.1145/2635868.2635887","http://doi.acm.org/10.1145/2635868.2635887","","2014","2016-03-14 21:39:52","2016-03-14 21:39:52","","666–677","","","","","","","FSE 2014","","","","ACM","New York, NY, USA","","","","","","","","","","","","Developer dashboards; information needs; issue tracking; personalization; situational awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISP39GNJ","conferencePaper","2010","Song, Yoonki; Wang, Xiaoyin; Xie, Tao; Zhang, Lu; Mei, Hong","JDF: Detecting Duplicate Bug Reports in Jazz","Proceedings of the 32Nd ACM/IEEE International Conference on Software Engineering - Volume 2","978-1-60558-719-6","","10.1145/1810295.1810368","http://doi.acm.org/10.1145/1810295.1810368","","2010","2016-03-14 21:39:52","2016-03-14 21:41:07","","315–316","","","","","","","ICSE '10","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug report; Bug Reports; bug repository; Calculators; Computer architecture; Educational institutions; execution information; groupware; Information retrieval; JDF; Measurement; natural language; natural language processing; Natural languages; process management; Servers; Software; software development; software development management; software quality; team collaboration; team working","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRCGNEM6","conferencePaper","2008","Bettenburg, Nicolas; Just, Sascha; Schröter, Adrian; Weiss, Cathrin; Premraj, Rahul; Zimmermann, Thomas","What Makes a Good Bug Report?","Proceedings of the 16th ACM SIGSOFT International Symposium on Foundations of Software Engineering","978-1-59593-995-1","","10.1145/1453101.1453146","http://doi.acm.org/10.1145/1453101.1453146","","2008","2016-03-14 21:39:52","2016-03-14 21:39:52","","308–318","","","","","","","SIGSOFT '08/FSE-16","","","","ACM","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZRWHVPP","conferencePaper","2005","Michail, Amir; Xie, Tao","Helping Users Avoid Bugs in GUI Applications","Proceedings of the 27th International Conference on Software Engineering","1-58113-963-2","","10.1145/1062455.1062490","http://doi.acm.org/10.1145/1062455.1062490","","2005","2016-03-14 21:39:52","2016-03-14 21:39:52","","107–116","","","","","","","ICSE '05","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug prediction; bug tracking system; fault evasion; gui applications; software testing; Software tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NIKEDRT","conferencePaper","2009","Ihara, Akinori; Ohira, Masao; Matsumoto, Ken-ichi","An Analysis Method for Improving a Bug Modification Process in Open Source Software Development","Proceedings of the Joint International and Annual ERCIM Workshops on Principles of Software Evolution (IWPSE) and Software Evolution (Evol) Workshops","978-1-60558-678-6","","10.1145/1595808.1595833","http://doi.acm.org/10.1145/1595808.1595833","","2009","2016-03-14 21:39:53","2016-03-14 21:39:53","","135–144","","","","","","","IWPSE-Evol '09","","","","ACM","New York, NY, USA","","","","","","","","","","","","APACHE; bug tracking system; firefox; modification process; open source software development; repository mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K68428RA","conferencePaper","2014","Rastogi, Ayushi; Sureka, Ashish","SamikshaViz: A Panoramic View to Measure Contribution and Performance of Software Maintenance Professionals by Mining Bug Archives","Proceedings of the 7th India Software Engineering Conference","978-1-4503-2776-3","","10.1145/2590748.2590750","http://doi.acm.org/10.1145/2590748.2590750","","2014","2016-03-14 21:39:53","2016-03-14 21:39:53","","2:1–2:10","","","","","","","ISEC '14","","","","ACM","New York, NY, USA","","","","","","","","","","","","contribution and performance assessment metrics; issue tracking system; mining bug archives; software maintenance; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGC8KBBS","conferencePaper","2010","Avnon, Yossi; Boggan, Scott L.","Fit and Finish Using a Bug Tracking System: Challenges and Recommendations","CHI '10 Extended Abstracts on Human Factors in Computing Systems","978-1-60558-930-5","","10.1145/1753846.1754219","http://doi.acm.org/10.1145/1753846.1754219","","2010","2016-03-14 21:39:53","2016-03-14 21:39:53","","4717–4720","","","","","","","CHI EA '10","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug management; fit and finish; ui design; ui processes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H53ZUZRT","conferencePaper","2014","Budde, Matthias; De Melo Borges, Julio; Tomov, Stefan; Riedel, Till; Beigl, Michael","Leveraging Spatio-temporal Clustering for Participatory Urban Infrastructure Monitoring","Proceedings of the First International Conference on IoT in Urban Space","978-1-63190-037-2","","10.4108/icst.urb-iot.2014.257282","http://dx.doi.org/10.4108/icst.urb-iot.2014.257282","","2014","2016-03-14 21:39:53","2016-03-14 21:39:53","","32–37","","","","","","","URB-IOT '14","","","","ICST (Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering)","ICST, Brussels, Belgium, Belgium","","","","","","","","","","","","civic issue tracking; crowdsourcing; Duplicate detection; issue ranking; spatio-temporal clustering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGB7RZFC","conferencePaper","2005","Anvik, John; Hiew, Lyndon; Murphy, Gail C.","Coping with an Open Bug Repository","Proceedings of the 2005 OOPSLA Workshop on Eclipse Technology eXchange","1-59593-342-5","","10.1145/1117696.1117704","http://doi.acm.org/10.1145/1117696.1117704","","2005","2016-03-14 21:39:54","2016-03-14 21:39:54","","35–39","","","","","","","eclipse '05","","","","ACM","New York, NY, USA","","","","","","","","","","","","Bugzilla; Duplicate detection; machine learning; triage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
